created_at,text,clean-text,location,place
Sat Nov 13 21:21:37 +0000 2021,b'LMAO libs are now regretting getting the shot and bathing in BORAX fuck this just gets funnier. can\xe2\x80\x99t get the nanot\xe2\x80\xa6 https://t.co/8MgHABOYI9',lmao libs are now regretting getting the shot and bathing in borax fuck this just gets funnier can t get the nanot,In Gods hands ,"Lansdale, PA"
Sat Nov 13 21:23:34 +0000 2021,"b'Ok, as I suspected, the TFC rumor is only that. However, it is understandable for the tifosi to have doubt Insigne\xe2\x80\xa6 https://t.co/MRCCp2kxXw'",ok as i suspected the tfc rumor is only that however it is understandable for the tifosi to have doubt insigne,Friuli-Venèzia Giùlia,"San Quirino, Friuli-Venezia Giulia"
Sat Nov 13 21:23:13 +0000 2021,b'@maxwellsmm46 Yes\xe2\x80\xa6worrisome.  We ran into one this morning; a FedEx delivery guy insisting Covid-19 was fake.  \n\nI\xe2\x80\x99\xe2\x80\xa6 https://t.co/Y2J2VINM9X',yes worrisome we ran into one this morning a fedex delivery guy insisting covid 19 was fake i,"Phoenix, Arizona","Scottsdale, AZ"
Sat Nov 13 21:23:00 +0000 2021,"b'Help me understand how the #Covid19 vaccine actually helps when people are getting a 3rd, 4th, &amp; 5th booster?\xe2\x80\xa6 https://t.co/F0M7QTX85c'",help me understand how the vaccine actually helps when people are getting a 3rd 4th amp 5th booster,"Fort Sill, OK","Oklahoma, USA"
Sat Nov 13 21:22:22 +0000 2021,"b'Diocese of Madison, Wisconsin, reacting to its critics, re Covid-19 vaccinations. https://t.co/yEjfFgfQml'",diocese of madison wisconsin reacting to its critics re covid 19 vaccinations,Massachusetts ,"Smith Mills, MA"
Sat Nov 13 21:23:59 +0000 2021,"b""@RepThomasMassie Exactly. The Biden Administration has not scrubbed all of the prior administration's errors. An am\xe2\x80\xa6 https://t.co/eRGRoAgnVb""",exactly the biden administration has not scrubbed all of the prior administrations errors an am,"Barnstable Town, MA","West Yarmouth, MA"
Sat Nov 13 21:22:36 +0000 2021,"b'Should be in jail, but okay https://t.co/wJc78TgakA'",should be in jail but okay,"Chicago, IL","Chicago, IL"
Sat Nov 13 21:24:53 +0000 2021,b'Fully vaxxed and covid negative girlies! \xf0\x9f\x92\x9b https://t.co/VvYZnrhmFJ https://t.co/Tsp44Yzh6d',fully vaxxed and covid negative girlies,"Pretoria,South Africa",International Departures
Sat Nov 13 21:26:34 +0000 2021,"b""Houston Methodist has suspended privileges for a Houston doctor after officials claim she was 'spreading dangerous\xe2\x80\xa6 https://t.co/p1ls5Bj7fY""",houston methodist has suspended privileges for a houston doctor after officials claim she was spreading dangerous,"Houston, TX","Missouri City, TX"
Sat Nov 13 21:28:13 +0000 2021,b'running around trying to get this damn Covid-19 test to go to PR Monday \xf0\x9f\x98\xa9. . .',running around trying to get this damn covid 19 test to go to pr monday,Cali In ✈ATL,"Atlanta, GA"
Sat Nov 13 21:28:06 +0000 2021,b'if you compare the vaccine or anything related to coronavirus to the holocaust or being jewish or any other genocid\xe2\x80\xa6 https://t.co/oHQyia2zN2',if you compare the vaccine or anything related to coronavirus to the holocaust or being jewish or any other genocid,"New Orleans, LA","New Orleans, LA"
Sat Nov 13 21:27:24 +0000 2021,b'Largely vaccinated I presume. \n\nSo much for the \xe2\x80\x9cpandemic of the unvaccinated\xe2\x80\x9d. https://t.co/sgshd6gQgr',largely vaccinated i presume so much for the pandemic of the unvaccinated,"Vancouver, British Columbia","Vancouver, British Columbia"
Sat Nov 13 21:27:07 +0000 2021,b'Congrats to @FinnoffJonathan \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\nPASSOR Legacy Award &amp; Lecture \nAwesome to hear about your story &amp; rise to CMO of US\xe2\x80\xa6 https://t.co/zKmYEMxZwC',congrats to passor legacy award amp lecture awesome to hear about your story amp rise to cmo of us,"San Antonio, TX","Texas, USA"
Sat Nov 13 21:26:52 +0000 2021,b'Need more be said?? https://t.co/WuEZtyQK6O',need more be said,"St Louis, MO","Kirkwood, MO"
Sat Nov 13 21:27:09 +0000 2021,b'How COVID-19 Viral Vector Vaccines Work https://t.co/Rghh4fukYR via @YouTube',how covid 19 viral vector vaccines work via,Prague,"Prague, Czech Republic"
Sat Nov 13 21:30:17 +0000 2021,b'More bad news for folks who do subsistence hunting. (I understand hunting for food.) And these days even more peopl\xe2\x80\xa6 https://t.co/qeCDup93wf',more bad news for folks who do subsistence hunting i understand hunting for food and these days even more peopl,"Baltimore, MD","Baltimore, MD"
Sat Nov 13 21:29:02 +0000 2021,b'@CDCgov your website says the vaccines are free but @UTPhysicians is now billing people for the administration of t\xe2\x80\xa6 https://t.co/8M8MoimRAR',your website says the vaccines are free but is now billing people for the administration of t,"Dallas, TX","Rowlett, TX"
Sat Nov 13 21:30:20 +0000 2021,b'A 2% positivity rate. That sounds good to me. Your journalism is at the level of a fourth grader. People have break\xe2\x80\xa6 https://t.co/dYeddsZwnZ',a 2 positivity rate that sounds good to me your journalism is at the level of a fourth grader people have break,,"Waverly, MI"
Sat Nov 13 21:30:38 +0000 2021,"b'""...fact-checkers and journalists...""\n\nMy God! said the MDs and PhD Virologists...\n________________________________\xe2\x80\xa6 https://t.co/HLvfYvB6p0'",fact checkers and journalists my god said the mds and phd virologists,🌎,"Kentucky, USA"
Sat Nov 13 21:34:07 +0000 2021,"b'Like I said, I\xe2\x80\x99m not working \xe2\x80\x94 but new TAG Brig Gen @tommy_mancino just reached out: \xe2\x80\x9cCurrently, the COVID-19 vacci\xe2\x80\xa6 https://t.co/y8VTHTdIFo'",like i said i m not working but new tag brig gen just reached out currently the covid 19 vacci,"Tulsa, OK, by way of NY/NJ","Chicago, IL"
Sat Nov 13 21:34:31 +0000 2021,b'Another Bronco going on the COVID-19 list\xe2\x80\xa6 https://t.co/cIYT4508ln',another bronco going on the covid 19 list,"Denver, CO","Denver, CO"
Sat Nov 13 21:36:54 +0000 2021,b'Broncos now have five players and their offensive coordinator in COVID-19 protocol:\n\nPat Shurmur\nDrew Lock\nAustin S\xe2\x80\xa6 https://t.co/wVmSnGaKNq',broncos now have five players and their offensive coordinator in covid 19 protocol pat shurmur drew lock austin s,"Denver, CO","Denver, CO"
Sat Nov 13 21:35:20 +0000 2021,b'Test him 100x and make sure he is negative! #Science for the #win \n\nAnd shame on @StateFarm for keeping a #Liar on\xe2\x80\xa6 https://t.co/GuMuPv3pWA',test him 100x and make sure he is negative for the and shame on for keeping a on,"Chicago, IL USA","Westchester, IL"
Sat Nov 13 21:38:55 +0000 2021,b'Aged well. https://t.co/dN1UldEUpa',aged well,,"Oshawa, Ontario"
Sat Nov 13 21:41:15 +0000 2021,b'@CP24 Activated Covid19?',activated covid19,Kitchener Ontario Canada,"Kitchener, Ontario"
Sat Nov 13 21:43:06 +0000 2021,"b'Honestly, I yelled at Judith Collins just now. She seems to think the govt should adopt her dodgy Covid plan even t\xe2\x80\xa6 https://t.co/RdzOlDiqLS'",honestly i yelled at judith collins just now she seems to think the govt should adopt her dodgy covid plan even t,Waikato New Zealand,"Waipa District, New Zealand"
Sat Nov 13 21:43:51 +0000 2021,b'How amazing is the human body! https://t.co/8uvnXzuwdf',how amazing is the human body,"Cape Town, South Africa","Cape Town, South Africa"
Sat Nov 13 21:42:22 +0000 2021,b'He shouldn\xe2\x80\x99t even have to say this. \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/8Ut0eDYckM',he shouldn t even have to say this,,"Red Wing, MN"
Sat Nov 13 21:48:34 +0000 2021,b'Old Mutual makes Covid-19 vaccine mandatory for SA workers https://t.co/9fqnNcmRcS # via @BusinessLiveSA',old mutual makes covid 19 vaccine mandatory for sa workers via,,"Randburg, South Africa"
Sat Nov 13 21:55:35 +0000 2021,b'Pandemic on the canvas: Thirteen new paintings by renowned artist A. Ramachandran will be on display in the capital\xe2\x80\xa6 https://t.co/L1fr36pE8g',pandemic on the canvas thirteen new paintings by renowned artist a ramachandran will be on display in the capital,Toronto,"Brampton, Ontario"
Sat Nov 13 21:53:34 +0000 2021,"b""Still can't wrap MY head around the numbers..700,000 cases in china with 7,000 deaths and they have one billion mor\xe2\x80\xa6 https://t.co/GxeDNsiu1A""",still cant wrap my head around the numbers 700 000 cases in china with 7 000 deaths and they have one billion mor,"Delaware, USA","Delaware, USA"
Sat Nov 13 21:54:12 +0000 2021,b'The Broncos used standard elevations on T Quinn Bailey and T Drew Himmelman and elevated RB Damarea Crockett and LB\xe2\x80\xa6 https://t.co/gEtW9rmP5f',the broncos used standard elevations on t quinn bailey and t drew himmelman and elevated rb damarea crockett and lb,"Denver, CO","Atlanta, GA"
Sat Nov 13 21:54:08 +0000 2021,"b""Still can't wrap MY head around the numbers..700,000 cases in china with 7,000 deaths and they have one billion mor\xe2\x80\xa6 https://t.co/o8xQrR1YPs""",still cant wrap my head around the numbers 700 000 cases in china with 7 000 deaths and they have one billion mor,"Delaware, USA","Delaware, USA"
Sat Nov 13 21:57:23 +0000 2021,"b""#Packers It's wrong for an athlete to be a liar and a hero. If you look at Aaron Rodgers who lied about Covid vacci\xe2\x80\xa6 https://t.co/Ayzj638OCj""",its wrong for an athlete to be a liar and a hero if you look at aaron rodgers who lied about covid vacci,Wausau WI ,"Wausau, WI"
Sat Nov 13 21:55:44 +0000 2021,"b""Still can't wrap MY head around the numbers..700,000 cases in china with 7,000 deaths and they have one billion mor\xe2\x80\xa6 https://t.co/Z276rL2bb8""",still cant wrap my head around the numbers 700 000 cases in china with 7 000 deaths and they have one billion mor,"Delaware, USA","Delaware, USA"
Sat Nov 13 21:59:34 +0000 2021,b'No consequences for lying to his teammates about being vaccinated and no penalty from the @NFL for breaking league\xe2\x80\xa6 https://t.co/5tftZJEfla',no consequences for lying to his teammates about being vaccinated and no penalty from the for breaking league,"Halifax, NS","Chester, Nova Scotia"
Sat Nov 13 21:59:05 +0000 2021,b'@Peter_Fitz Not required\n\nhttps://t.co/icrJC9ljgH',not required,Melbourne,"Melbourne, Victoria"
Sat Nov 13 21:59:24 +0000 2021,"b'@unjoannable There have been intermittent lockdowns due to COVID19, so the government wants the citizens to be bett\xe2\x80\xa6 https://t.co/h71VuT1vfZ'",there have been intermittent lockdowns due to covid19 so the government wants the citizens to be bett,My ivory tower,"Melbourne, Victoria"
Sat Nov 13 22:00:16 +0000 2021,b'Death by political dogma https://t.co/uD2J0PSs46',death by political dogma,,"Gillingham, England"
Sat Nov 13 22:00:37 +0000 2021,b'Come on Fijians....@Covid19 battle is not over...and Top Executives should really be setting standards....the same\xe2\x80\xa6 https://t.co/2LApbqDHkM',come on fijians battle is not over and top executives should really be setting standards the same,,Fiji
Sat Nov 13 22:03:28 +0000 2021,b'It seems ventilation in buildings a key issue. https://t.co/zqXYo0i5Q9',it seems ventilation in buildings a key issue,"Cork, Ireland","Cork, Ireland"
Sat Nov 13 22:02:58 +0000 2021,b'Sadly it seems very few are paying attention or heeding these warnings https://t.co/M8RsjV6hCu',sadly it seems very few are paying attention or heeding these warnings,"Solon, OH","Solon, OH"
Sat Nov 13 22:02:26 +0000 2021,b'Save #Australia from #Tyranny ! https://t.co/uby0MeosAr',save from,"Miami, FL","Lakes by the Bay, FL"
Sat Nov 13 22:03:49 +0000 2021,b'The @Independent_ie claims that antigen tests cost \xe2\x82\xac7 in Ireland. You can get them for \xe2\x82\xac3.40 if you order a 25 pack\xe2\x80\xa6 https://t.co/NLP3e7tzp1',the claims that antigen tests cost 7 in ireland you can get them for 3 40 if you order a 25 pack,"ÜT: 53.384142,-6.168136","Dublin City, Ireland"
Sat Nov 13 22:07:22 +0000 2021,b'@GregAbbott_TX is a joke \n#COVID19 #Texas @HoustonChron https://t.co/TVrF7jtyrn',is a joke,"Edison, NJ","New Jersey, USA"
Sat Nov 13 22:07:07 +0000 2021,b'Got my #COVID19 booster shot! https://t.co/uF8lDvIzWm',got my booster shot,"Poughkeepsie, NY",CVS pharmacy
Sat Nov 13 22:09:04 +0000 2021,"b'Incisive analysis from our colleague on Sunday\xe2\x80\x99s #EleccionesArgentina. #Argentina, still most educated country in\xe2\x80\xa6 https://t.co/OWoeIXas2O'",incisive analysis from our colleague on sunday s still most educated country in,"Guatemala & Washington, DC","Mount Vernon, VA"
Sat Nov 13 22:10:40 +0000 2021,"b'According to this article there have been 46.7 million conformed cases and 750,000 deaths. Do the math.  750,000/46\xe2\x80\xa6 https://t.co/gyiNM8xqtt'",according to this article there have been 46 7 million conformed cases and 750 000 deaths do the math 750 000 46,"Topeka, KS","Topeka, KS"
Sat Nov 13 22:11:16 +0000 2021,b'Thread. So many domestic flights here. https://t.co/ramCTwyrSn',thread so many domestic flights here,Vancouver BC Canada,"North Vancouver, British Columbia"
Sat Nov 13 22:11:00 +0000 2021,b'Entitled women from places like China turned the misc 19 hyperlink extend into the Covid-19 coronavirus and we have\xe2\x80\xa6 https://t.co/drddq0ud4K',entitled women from places like china turned the misc 19 hyperlink extend into the covid 19 coronavirus and we have,,"Fox Chapel, PA"
Sat Nov 13 22:13:11 +0000 2021,b'Holy shit https://t.co/xgLykOu5Hd',holy shit,"Birmingham, Alabama","Alabama, USA"
Sat Nov 13 22:12:28 +0000 2021,"b'Waldorf Center - Genesis HealthCare introduced universal COVID-19 vaccinations for all employees, care partners and\xe2\x80\xa6 https://t.co/4e9bEYfL2l'",waldorf center genesis healthcare introduced universal covid 19 vaccinations for all employees care partners and,"Alexandria, VA","St Charles, MD"
Sat Nov 13 22:14:28 +0000 2021,"b'Hey,remember when the FDA said that white bread and cereals should make up like 60% of your diet in order to be ""he\xe2\x80\xa6 https://t.co/Glt12sr7BN'",hey remember when the fda said that white bread and cereals should make up like 60 of your diet in order to be he,Richie McPeak,"Forest City, FL"
Sat Nov 13 22:15:03 +0000 2021,b'\xe2\x80\xa6MORE WASTEFUL FEDERAL SPENDING!!! https://t.co/Fpm4atq97m',more wasteful federal spending,United States,"Agoura Hills, CA"
Sat Nov 13 22:15:59 +0000 2021,b'I reckon all 64000 of them were at the showgrounds yesterday. The queue was massive\nGreat job melbs. Keep it up! \n\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f https://t.co/qTJuvpspAK',i reckon all 64000 of them were at the showgrounds yesterday the queue was massive great job melbs keep it up,Mirring-gnay-bir-nong,"Melbourne, Victoria"
Sat Nov 13 22:17:15 +0000 2021,"b'Breaking news on Texas\xe2\x80\x99 starting QB, RB injuries, a player in Covid-19 protocol and Overshown injury update coming\xe2\x80\xa6 https://t.co/WPOe9ppcJs'",breaking news on texas starting qb rb injuries a player in covid 19 protocol and overshown injury update coming,"Austin, TX","Austin, TX"
Sat Nov 13 22:20:48 +0000 2021,"b'@mrjamesob Chapter 1:\nAs I watched the news of the Covid-19 pandemic spreading through Europe, I decided that what\xe2\x80\xa6 https://t.co/Wtp5Yt0opM'",chapter 1 as i watched the news of the covid 19 pandemic spreading through europe i decided that what,Alsager,"Alsager, England"
Sat Nov 13 22:19:50 +0000 2021,b'Truly awful misinformation. The people responsible should go to prison. https://t.co/lpuJnRvhGd',truly awful misinformation the people responsible should go to prison,Massachusetts,"Celebration, FL"
Sat Nov 13 22:21:25 +0000 2021,b'Paris is working https://t.co/OpzZqVQ196',paris is working,Donostia ,"Donostia-San Sebastián, Spain"
Sat Nov 13 22:22:08 +0000 2021,"b""DOJ says it will 'vigorously defend' Biden OSHA COVID-19 vaccine mandate in court\n\nhttps://t.co/7qYsvQjmEB""",doj says it will vigorously defend biden osha covid 19 vaccine mandate in court,"Springfield, MA,","Chicopee, MA"
Sat Nov 13 22:25:37 +0000 2021,b'IDIOTS FOLLOWING TO LIE BY MEDIA!\n\nMost states see rising COVID cases as winter surge fears grow; some states expan\xe2\x80\xa6 https://t.co/i9K8385TE4',idiots following to lie by media most states see rising covid cases as winter surge fears grow some states expan,,"Phoenix, AZ"
Sat Nov 13 22:24:20 +0000 2021,b'Tin Man Joe wants to destroy America with his COVID MANDATES!\n\nDo you think \xf0\x9f\xa4\x94 Nero laughed like this \xf0\x9f\x91\x8ewhen Roman de\xe2\x80\xa6 https://t.co/T5cA0RxxAb',tin man joe wants to destroy america with his covid mandates do you think nero laughed like this when roman de,"Arlington, Virginia","Charlottesville, VA"
Sat Nov 13 22:26:33 +0000 2021,b'How\xe2\x80\x99s that happened then ref https://t.co/BnAqyVZqBx',how s that happened then ref,Isle Of Wight / Manchester,"Manchester, England"
Sat Nov 13 22:28:30 +0000 2021,b'Finally! https://t.co/ALPhEl5xDY',finally,,"Poynton, England"
Sat Nov 13 22:31:23 +0000 2021,b'Everyone gets to go back to work.  And a Big Fck You to the Incompetent Biden Administration. https://t.co/We4NkTQmLe',everyone gets to go back to work and a big fck you to the incompetent biden administration,Deep South Texas,"Rancho Viejo, TX"
Sat Nov 13 22:30:59 +0000 2021,b'Let\xe2\x80\x99s help each other stay healthy. https://t.co/ipvhzmlrTH',let s help each other stay healthy,Dallas,"Dallas, TX"
Sat Nov 13 22:31:09 +0000 2021,b'weird https://t.co/0m9qtxt2Ug',weird,"Birkenhead, England","Wallasey, England"
Sat Nov 13 22:31:14 +0000 2021,b'@geoffcoffin @AZDHS Would be nice if our news media would publish more details as they do in other states. The news\xe2\x80\xa6 https://t.co/rGtrg1DK4I',would be nice if our news media would publish more details as they do in other states the news,"Arizona, USA","Arizona, USA"
Sat Nov 13 22:30:11 +0000 2021,b'If D-RATS manage it... D-RATS ravage it!\xf0\x9f\x98\xa1 https://t.co/JCMPiHINKr https://t.co/zjLeK5Fkn2',if d rats manage it d rats ravage it,"Nashville, TN","Nashville, TN"
Sat Nov 13 22:32:22 +0000 2021,"b""\xf0\x9f\x98\xac It's litterly like a match in a tinder box if it gets anywhere. https://t.co/QBrpBsuetv""",its litterly like a match in a tinder box if it gets anywhere,"Timaru District, New Zealand","Timaru District, New Zealand"
Sat Nov 13 22:33:11 +0000 2021,"b'It\xe2\x80\x99s me, I\xe2\x80\x99m the starting QB. @ColtMcCoy said I can wear his 12. I\xe2\x80\x99m ready to go fellas \xf0\x9f\xa4\x98\xf0\x9f\x8f\xbd https://t.co/mtAnWRirLk'",it s me i m the starting qb said i can wear his 12 i m ready to go fellas,"Texas, USA","Austin, TX"
Sat Nov 13 22:32:32 +0000 2021,"b'Ignorant, uncaring fools. https://t.co/gO8qr9ShNL'",ignorant uncaring fools,"Mazatlán, Sinaloa","Mazatlán, Sinaloa"
Sat Nov 13 22:32:15 +0000 2021,b'Why do democracies belong to the UN @antonioguterres when there is no balance on a Human Rights council?  Was the U\xe2\x80\xa6 https://t.co/0L8Pb7WrVs',why do democracies belong to the un when there is no balance on a human rights council was the u,Vancouver BC,"Wailea, HI"
Sat Nov 13 22:34:44 +0000 2021,"b'Absolutely\xe2\x80\xa6@Coach_Leach is on record last year with #COVID19 wasn\xe2\x80\x99t even football; he hated it, the worst year of h\xe2\x80\xa6 https://t.co/jeQEAC8lY8'",absolutely is on record last year with wasn t even football he hated it the worst year of h,"Webster Groves, MO","Webster Groves, MO"
Sat Nov 13 22:34:08 +0000 2021,"b'They\xe2\x80\x99ve already started here in Michigan, thankfully https://t.co/d3LhJAvWZl'",they ve already started here in michigan thankfully,Michigan,"Madison Heights, MI"
Sat Nov 13 22:34:23 +0000 2021,"b'Happy 8th anniversary! Thanks to the @CalFootball #COVID19 outbreak, I\xe2\x80\x99m able to attend the party. (at\xe2\x80\xa6 https://t.co/Stuwyz3B0H'",happy 8th anniversary thanks to the outbreak i m able to attend the party at,"Berkeley, CA","Berkeley, CA"
Sat Nov 13 22:34:26 +0000 2021,b'The votes of these ignoramuses count more than my gerrymandered disenfranchised vote. https://t.co/gO8qr9ShNL',the votes of these ignoramuses count more than my gerrymandered disenfranchised vote,"Mazatlán, Sinaloa","Mazatlán, Sinaloa"
Sat Nov 13 22:33:27 +0000 2021,b'Agree with the point of the tweet entirely\n\n20. \n\nStuff of dreams. https://t.co/RrYVfFJ86s',agree with the point of the tweet entirely 20 stuff of dreams,"South East, England","Cheriton, England"
Sat Nov 13 22:35:48 +0000 2021,b'Huh? Literally asking for it to go up https://t.co/539IrHpsaL',huh literally asking for it to go up,"Portsmouth, England","South East, England"
Sat Nov 13 22:36:00 +0000 2021,b'Are y\xe2\x80\x99all fucking stupid \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/0amgr5vcMG',are y all fucking stupid,,"East Aurora, NY"
Sat Nov 13 22:36:47 +0000 2021,b'Great jersey and so sorry for your loss. May he rest in peace. \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb https://t.co/9ypunohmTt',great jersey and so sorry for your loss may he rest in peace,,"Elwood, NY"
Sat Nov 13 22:36:24 +0000 2021,"b'Never stop following the money, people! https://t.co/ohPCaXDd9H'",never stop following the money people,Stoke Tydfil,"Stoke-on-Trent, England"
Sat Nov 13 22:38:03 +0000 2021,b'We lost a generation once. https://t.co/nsyRlhlWhG',we lost a generation once,Houston /New York / Europe,"Florida, USA"
Sat Nov 13 22:37:14 +0000 2021,b'@NancyFe28442406 @hooch00011 @MelLittlefeath1 Coronavirus is any virus that causes respiratory in humans &amp; animals.\xe2\x80\xa6 https://t.co/QjTLuX9j6U',coronavirus is any virus that causes respiratory in humans amp animals,"New York, USA","New York, USA"
Sat Nov 13 22:39:48 +0000 2021,b'@glasstorpedoes @FrankLuntz Both of the drugs made in the United States and the United Kingdom have been proved eff\xe2\x80\xa6 https://t.co/jdEZJCzc14',both of the drugs made in the united states and the united kingdom have been proved eff,Pepsi Dream Machine ,"Mannford, OK"
Sat Nov 13 22:40:15 +0000 2021,b'It\xe2\x80\x99s amazing how many people are stupid about how the National Guard works \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\n\n@KurtSchlichter https://t.co/oWrz8rRS5S',it s amazing how many people are stupid about how the national guard works,"Madisonville, Louisiana","Mississippi, USA"
Sat Nov 13 22:39:25 +0000 2021,b'First dose done!! \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb #brave #5yearold #COVID19 #vaccination #CovidVaccine #science https://t.co/k0ZCHOATQB',first dose done,"Brooklyn, NY",Slope Pediatrics
Sat Nov 13 22:40:40 +0000 2021,b'Who cares phoney  and lies https://t.co/I7HtsblXah',who cares phoney and lies,,"Lykovrysi, Greece"
Sat Nov 13 22:42:20 +0000 2021,"b""It's gonna be a very fun Election Year!\n\nLet's be sure to weaponize @JoeBiden's COVID MANDATES for @HouseGOP victor\xe2\x80\xa6 https://t.co/wBz7L3Bjrh""",its gonna be a very fun election year lets be sure to weaponize covid mandates for victor,"Arlington, Virginia","Charlottesville, VA"
Sat Nov 13 22:42:57 +0000 2021,"b""That's Britain off the travel list again https://t.co/sNPrc8Q6cv""",thats britain off the travel list again,"Galway, Ireland","Galway, Ireland"
Sat Nov 13 22:43:07 +0000 2021,b'@Richard70746228 @GrandmaAoc @RSBNetwork Please do not attribute this to Biden. It had nothing to do with him or hi\xe2\x80\xa6 https://t.co/SHJrWZEVBW',please do not attribute this to biden it had nothing to do with him or hi,"Huntington Beach, CA","Huntington Beach, CA"
Sat Nov 13 22:42:22 +0000 2021,b'@AucklandUni so when are you guys gonna fire Thornley for misinformation? https://t.co/f0VijUNK2t',so when are you guys gonna fire thornley for misinformation,"Otara, Auckland","Auckland, New Zealand"
Sat Nov 13 22:42:24 +0000 2021,b'Why March though and not tomorrow. https://t.co/sCGP8w3Z7R',why march though and not tomorrow,Gidi/Oxon,"East Midlands, England"
Sat Nov 13 22:43:37 +0000 2021,b'People can\xe2\x80\x99t remove the microchip out of the covid-19 vaccine after it\xe2\x80\x99s been administered. Due to the fact that it\xe2\x80\x99s not real.',people can t remove the microchip out of the covid 19 vaccine after it s been administered due to the fact that it s not real,"Akron, OH","Akron, OH"
Sat Nov 13 22:44:29 +0000 2021,"b""Long-awaited downtown Hyatt Regency 'comes to life.' Will it be needed when it's completed?\nhttps://t.co/aSSnrg839G\xe2\x80\xa6 https://t.co/kvIZiFgub7""",long awaited downtown hyatt regency comes to life will it be needed when its completed,"Hemet, CA","Valle Vista, CA"
Sat Nov 13 22:44:16 +0000 2021,b'So we should get 97% of the profits as the the major investor or did I miss something https://t.co/lfWSZdopO0',so we should get 97 of the profits as the the major investor or did i miss something,,"Gillingham, England"
Sat Nov 13 22:47:52 +0000 2021,"b""I think they actually hope the Borax will make them whiter. Doesn't work on people, just laundry https://t.co/ZfRCDFFtBN""",i think they actually hope the borax will make them whiter doesnt work on people just laundry,Georgia,"Scottdale, GA"
Sat Nov 13 22:47:25 +0000 2021,b'Warped thinking driven by radical anti-science citizens intent on a selfish path driven solely a political me first\xe2\x80\xa6 https://t.co/OkIxTgxTAK',warped thinking driven by radical anti science citizens intent on a selfish path driven solely a political me first,"New York, USA","Manhattan, NY"
Sat Nov 13 22:51:21 +0000 2021,b'Lpmqlp \xf0\x9f\x98\xad\xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f https://t.co/WfPXxuj55B',lpmqlp,"Asuncion, Paraguay","Asuncion, Paraguay"
Sat Nov 13 22:50:56 +0000 2021,b'Per Sark:\n-Casey Thompson will start at QB\n-Hudson Card will play\n-Bijan &amp; Roschon expected to play but game-time d\xe2\x80\xa6 https://t.co/zixhCFN35S',per sark casey thompson will start at qb hudson card will play bijan amp roschon expected to play but game time d,"Austin, TX","Austin, TX"
Sat Nov 13 22:52:11 +0000 2021,b'I\xe2\x80\x99ll believe it when I see it https://t.co/F9by2C1rym',i ll believe it when i see it,"North East, England","Gateshead, England"
Sat Nov 13 22:52:10 +0000 2021,b'Thanks for sharing. Awesome learning! https://t.co/fZIIXSSQv7',thanks for sharing awesome learning,"Honiara, Solomon Islands",Indonesia
Sat Nov 13 22:54:29 +0000 2021,b'how does one sue the Federal Government? asking for a colleague\xf0\x9f\xa4\x94\xf0\x9f\xa5\x8a https://t.co/OWSadA5Sac',how does one sue the federal government asking for a colleague,"Dade City, FL","Dade City, FL"
Sat Nov 13 22:54:01 +0000 2021,b'Does the international community still take his pronouncements seriously? Seriously? Meron pa bang nakikinig sa kan\xe2\x80\xa6 https://t.co/D30qKTZheQ',does the international community still take his pronouncements seriously seriously meron pa bang nakikinig sa kan,Puerto Princesa / Manila,"Puerto Princesa City, Mimaropa"
Sat Nov 13 22:55:30 +0000 2021,"b'@DrKellyVictory Right? Severe case 7/2020,treated with Dexa,Azithromycin, antivirals.Dr\xe2\x80\x99s,Nurses said take Zinc,D,\xe2\x80\xa6 https://t.co/Tt9MjuikFw'",right severe case 7 2020 treated with dexa azithromycin antivirals dr s nurses said take zinc d,Richie McPeak,"Forest City, FL"
Sat Nov 13 22:59:55 +0000 2021,"b""Maine has 3rd highest rate of vaccination for total population at 70%. The pandemic isn't over. https://t.co/Y8ViU1uw9x""",maine has 3rd highest rate of vaccination for total population at 70 the pandemic isnt over,"Overland Park, Kansas","Overland Park, KS"
Sat Nov 13 22:58:59 +0000 2021,b'Why do support a PEDOPHILE?\nA child RAPIST?\n\nHOW DO LIVE WITH YOUR SELF...SUPPORTING A CHILD RAPIST....A CHILD RAPI\xe2\x80\xa6 https://t.co/fwAMgmlt4M',why do support a pedophile a child rapist how do live with your self supporting a child rapist a child rapi,"Texas, USA","Garland, TX"
Sat Nov 13 23:01:06 +0000 2021,"b""She's six\nShe's an author\nShe's a humanitarian\nShe's a COVID survivor\nAnd now she's vaccinated.\n#COVID19\n#vaccinated https://t.co/jDaOzM84se""",shes six shes an author shes a humanitarian shes a covid survivor and now shes vaccinated,St. Louis,"Bel-Nor, MO"
